#{"t_start": 1774436250.088494, "env_id": "None"}
r,l,t
-7.0,100,292.233151
-6.0,100,292.881192
-27.0,100,293.498934
-12.0,100,294.19535
-18.0,100,294.976409
-20.0,100,295.818794
-10.0,100,296.53087
-2.0,100,297.357204
-11.0,100,298.023704
-3.0,100,298.724636
-19.0,100,299.33284
-13.0,100,299.932267
-8.0,100,300.534005
-17.0,100,301.150873
-11.0,100,301.816359
-22.0,100,302.46876
-43.0,100,303.100572
-5.0,100,303.718559
-4.0,100,304.364705
-18.0,100,304.966907
-23.0,100,305.597386
-12.0,100,306.209456
-17.0,100,306.814076
-23.0,100,307.422606
-4.0,100,308.045653
-21.0,100,308.663963
-6.0,100,309.2749
-13.0,100,309.884674
-17.0,100,310.503618
-4.0,100,311.252884
-7.0,100,312.004483
-11.0,100,312.653718
-11.0,100,313.279871
-4.0,100,313.925195
-15.0,100,317.043899
-4.0,100,317.731667
-12.0,100,318.368248
-30.0,100,319.001466
-24.0,100,319.61751
-16.0,100,320.24508
-20.0,100,320.888827
-7.0,100,321.519785
-24.0,100,322.195269
-18.0,100,322.868922
-16.0,100,323.468903
-25.0,100,324.197365
-11.0,100,324.837032
-13.0,100,325.51303
-10.0,100,326.141425
-12.0,100,326.753434
-4.0,100,327.356166
-7.0,100,327.959066
-2.0,100,328.584703
-10.0,100,329.219631
-18.0,100,329.832916
-15.0,100,330.456673
-18.0,100,331.064746
-6.0,100,331.800254
-2.0,100,332.404825
-11.0,100,333.033156
-38.0,100,333.647647
-12.0,100,334.265977
-14.0,100,334.881166
-20.0,100,335.495242
-19.0,100,336.182893
-25.0,100,336.803718
-4.0,100,337.416428
-10.0,100,338.027949
-4.0,100,338.642209
-13.0,100,339.263543
-8.0,100,339.871765
-20.0,100,340.478841
-7.0,100,341.088685
-19.0,100,341.700744
-5.0,100,342.384189
-4.0,100,342.994527
-10.0,100,343.612146
-10.0,100,344.228596
-27.0,100,344.831297
-18.0,100,345.43869
-10.0,100,346.052183
-3.0,100,346.659705
-4.0,100,347.266388
-13.0,100,347.871131
-16.0,100,351.154515
-13.0,100,351.822707
-3.0,100,352.501472
-18.0,100,353.230144
-4.0,100,353.9087
-8.0,100,354.555793
-16.0,100,355.200809
-12.0,100,355.824809
-18.0,100,356.485163
-10.0,100,357.09854
-22.0,100,357.733959
-10.0,100,358.351137
-10.0,100,359.067435
-14.0,100,359.717475
-9.0,100,360.335231
-10.0,100,360.947996
-17.0,100,361.555516
-5.0,100,362.167426
-22.0,100,362.785918
-25.0,100,363.40301
-13.0,100,364.017384
-31.0,100,364.629697
-8.0,100,365.240582
-12.0,100,365.894659
-5.0,100,366.543705
-61.0,100,367.349899
-13.0,100,368.007596
-18.0,100,368.674046
-7.0,100,369.690204
-18.0,100,370.494607
-19.0,100,371.791712
-5.0,100,372.863423
-10.0,100,373.709345
-19.0,100,374.600103
-9.0,100,375.449829
-16.0,100,376.288722
-16.0,100,377.43454
-19.0,100,378.324633
-13.0,100,379.405965
-8.0,100,380.345707
-22.0,100,381.369109
-3.0,100,382.448681
-6.0,100,383.417656
-11.0,100,384.382784
-5.0,100,385.274673
-21.0,100,386.161632
-27.0,100,386.852568
-12.0,100,387.511548
-19.0,100,388.256531
-8.0,100,388.883477
-19.0,100,391.863929
-19.0,100,392.50322
-8.0,100,393.142619
-9.0,100,393.762652
-13.0,100,394.404281
-23.0,100,395.03502
-3.0,100,395.678231
-10.0,100,396.320447
-16.0,100,396.997144
-16.0,100,397.61847
-20.0,100,398.243408
-20.0,100,398.852004
-28.0,100,399.462661
-19.0,100,400.066946
-29.0,100,400.67506
-7.0,100,401.279828
-2.0,100,401.883186
-10.0,100,402.488069
-15.0,100,403.097855
-23.0,100,403.702738
-12.0,100,404.325832
-10.0,100,404.951709
-12.0,100,405.597717
-16.0,100,406.21181
-13.0,100,406.83982
-13.0,100,407.488656
-15.0,100,408.168441
-16.0,100,408.808917
-21.0,100,409.450461
-3.0,100,410.060001
-15.0,100,410.670064
-37.0,100,411.278879
-12.0,100,411.883479
-7.0,100,412.487823
-13.0,100,413.094608
-9.0,100,413.705138
-5.0,100,414.334726
-5.0,100,414.941716
-100.0,100,415.569474
-10.0,100,416.176913
-17.0,100,416.800823
-5.0,100,417.422982
-13.0,100,418.067108
-13.0,100,418.753967
-15.0,100,419.40675
-13.0,100,420.043585
-4.0,100,420.658061
-15.0,100,421.281326
-5.0,100,421.948597
-22.0,100,422.590391
-15.0,100,425.598443
-26.0,100,426.235867
-12.0,100,426.91814
-3.0,100,427.563983
-51.0,100,428.197543
-13.0,100,428.821779
-7.0,100,429.530437
-5.0,100,430.169352
-14.0,100,430.818856
-10.0,100,431.468573
-9.0,100,432.150867
-11.0,100,432.802747
-5.0,100,433.442956
-15.0,100,434.150442
-6.0,100,434.805196
-16.0,100,435.48112
-4.0,100,436.15741
-18.0,100,436.852884
-13.0,100,437.487783
-11.0,100,438.174008
-4.0,100,438.822605
-5.0,100,439.502455
-19.0,100,440.128126
-14.0,100,440.771647
-20.0,100,441.4017
-19.0,100,442.032599
-12.0,100,442.648395
-29.0,100,443.272803
-11.0,100,443.907189
-6.0,100,444.539434
-13.0,100,445.16326
-15.0,100,445.865235
-4.0,100,446.519328
-3.0,100,447.206417
-14.0,100,447.872349
-10.0,100,448.536063
-5.0,100,449.200431
-9.0,100,449.851076
-18.0,100,450.490044
-39.0,100,451.121658
-23.0,100,451.740821
-18.0,100,452.362134
-8.0,100,452.974942
-20.0,100,453.637538
-14.0,100,454.262686
-16.0,100,454.877244
-18.0,100,455.509154
-10.0,100,456.150201
-14.0,100,456.783303
-11.0,100,457.39948
-5.0,100,460.385188
-19.0,100,461.04709
-17.0,100,461.742093
-11.0,100,462.359373
-18.0,100,462.969361
-8.0,100,463.581048
-8.0,100,464.251336
-4.0,100,464.917906
-10.0,100,465.531096
-14.0,100,466.15537
-8.0,100,466.815363
-15.0,100,467.461067
-28.0,100,468.075234
-14.0,100,468.688687
-3.0,100,469.337342
-12.0,100,469.947604
-12.0,100,470.557906
-17.0,100,471.170503
-16.0,100,471.782171
-8.0,100,472.393642
-11.0,100,473.045911
-17.0,100,473.668674
-3.0,100,474.315917
-7.0,100,474.948998
-12.0,100,475.56587
-8.0,100,476.210724
-7.0,100,476.825662
-9.0,100,477.482083
-24.0,100,478.143376
-28.0,100,478.801814
-6.0,100,479.510655
-8.0,100,480.203555
-25.0,100,480.826269
-19.0,100,481.457961
-14.0,100,482.073224
-16.0,100,482.733072
-23.0,100,483.388927
-22.0,100,484.039012
-14.0,100,484.672685
-16.0,100,485.294985
-4.0,100,486.094525
-8.0,100,486.737437
-3.0,100,487.352495
-10.0,100,487.99414
-20.0,100,488.621598
-18.0,100,489.323264
-8.0,100,489.946849
-10.0,100,490.565798
-12.0,100,491.182212
-4.0,100,491.836324
-8.0,100,494.793774
-3.0,100,495.411373
-10.0,100,496.034376
-26.0,100,496.649354
-11.0,100,497.266852
-9.0,100,497.880343
-15.0,100,498.497844
-3.0,100,499.207458
-10.0,100,499.824897
-5.0,100,500.445522
-5.0,100,501.060069
-5.0,100,501.670325
-13.0,100,502.290308
-6.0,100,502.903418
-21.0,100,503.518994
-21.0,100,504.138819
-12.0,100,504.753167
-14.0,100,505.362657
-17.0,100,505.971124
-3.0,100,506.579119
-20.0,100,507.194048
-19.0,100,507.80501
-16.0,100,508.414148
-22.0,100,509.028787
-7.0,100,509.724411
-10.0,100,510.344321
-18.0,100,510.97268
-17.0,100,511.590137
-4.0,100,512.211608
-12.0,100,512.828143
-7.0,100,513.44234
-15.0,100,514.064109
-24.0,100,514.684669
-24.0,100,515.309581
-12.0,100,515.926664
-10.0,100,516.538906
-23.0,100,517.153881
-11.0,100,517.770985
-4.0,100,518.462456
-18.0,100,519.092222
-4.0,100,519.714556
-20.0,100,520.334014
-19.0,100,520.953422
-6.0,100,521.564775
-52.0,100,522.1861
-19.0,100,522.801876
-5.0,100,523.410335
-16.0,100,524.023351
-15.0,100,524.641656
-14.0,100,525.254099
-7.0,100,528.211221
-25.0,100,528.842046
-8.0,100,529.497372
-10.0,100,530.116233
-13.0,100,530.730227
-3.0,100,531.34331
-40.0,100,531.956277
-15.0,100,532.570871
-15.0,100,533.194122
-11.0,100,533.806254
-26.0,100,534.430193
-12.0,100,535.042694
-7.0,100,535.655467
-26.0,100,536.270188
-9.0,100,536.886571
-10.0,100,537.4997
-14.0,100,538.110833
-10.0,100,538.73007
-7.0,100,539.349077
-10.0,100,539.961028
-11.0,100,540.572178
-15.0,100,541.18582
-32.0,100,541.799343
-26.0,100,542.422728
-15.0,100,543.039311
-3.0,100,543.652268
-6.0,100,544.272407
-24.0,100,544.886328
-4.0,100,545.500883
-5.0,100,546.114014
-19.0,100,546.727906
-19.0,100,547.34432
-2.0,100,547.955126
-33.0,100,548.566168
-14.0,100,549.210881
-5.0,100,549.840473
-13.0,100,550.505987
-5.0,100,551.207374
-18.0,100,551.854405
-2.0,100,552.469722
-8.0,100,553.084695
-5.0,100,553.733676
-10.0,100,554.358007
-23.0,100,554.994208
-7.0,100,555.675721
-4.0,100,556.327337
-5.0,100,557.07828
-11.0,100,557.765945
-7.0,100,558.406608
-15.0,100,559.045519
-16.0,100,562.155825
-18.0,100,562.815292
-4.0,100,563.43746
-11.0,100,564.075012
-15.0,100,564.714533
-12.0,100,565.341765
-20.0,100,565.965316
-3.0,100,566.600312
-4.0,100,567.250281
-13.0,100,567.88072
-14.0,100,568.495538
-19.0,100,569.118467
-3.0,100,569.73621
-21.0,100,570.3504
-3.0,100,570.961859
-41.0,100,571.579305
-4.0,100,572.200362
-8.0,100,572.894022
-14.0,100,573.514713
-19.0,100,574.138602
-8.0,100,574.763688
-10.0,100,575.382684
-14.0,100,576.007071
-5.0,100,576.62341
-15.0,100,577.248082
-4.0,100,577.937785
-11.0,100,578.554529
-18.0,100,579.187066
-10.0,100,579.811564
-13.0,100,580.432435
-3.0,100,581.057824
-9.0,100,581.671128
-22.0,100,582.286822
-16.0,100,582.897277
-17.0,100,583.513073
-19.0,100,584.133266
-17.0,100,584.749088
-16.0,100,585.365453
-18.0,100,585.977451
-9.0,100,586.591151
-6.0,100,587.205664
-7.0,100,587.820821
-21.0,100,588.440552
-10.0,100,589.052242
-22.0,100,589.675878
-11.0,100,590.288519
-10.0,100,590.899566
-9.0,100,591.511677
-18.0,100,592.129423
-8.0,100,592.743539
-2.0,100,595.690483
-24.0,100,596.320911
-8.0,100,596.947855
-16.0,100,597.56295
-9.0,100,598.189462
-12.0,100,598.80636
-17.0,100,599.51207
-9.0,100,600.143072
-13.0,100,600.84749
-19.0,100,601.514162
-27.0,100,602.143945
-12.0,100,602.782136
-17.0,100,603.402888
-18.0,100,604.021316
-21.0,100,604.651092
-15.0,100,605.394277
-11.0,100,606.020835
-11.0,100,606.638019
-21.0,100,607.2532
-12.0,100,607.865578
-7.0,100,608.482254
-19.0,100,609.102384
-10.0,100,609.726132
-4.0,100,610.346138
-8.0,100,610.965021
-13.0,100,611.658149
-16.0,100,612.280731
-21.0,100,613.067205
-15.0,100,613.686477
-6.0,100,614.323385
-22.0,100,614.949709
-15.0,100,615.567366
-20.0,100,616.188621
-15.0,100,616.807983
-18.0,100,617.443099
-19.0,100,618.057664
-7.0,100,618.675171
-24.0,100,619.302293
-7.0,100,619.923244
-11.0,100,620.545707
-13.0,100,621.166
-17.0,100,621.87741
-14.0,100,622.506316
-11.0,100,623.129148
-14.0,100,623.752942
-16.0,100,624.376157
-9.0,100,624.99025
-3.0,100,625.606321
-9.0,100,626.221817
-6.0,100,626.836987
-4.0,100,629.781122
-19.0,100,630.408895
-11.0,100,631.029499
-14.0,100,631.643821
-9.0,100,632.263948
-15.0,100,632.87973
-7.0,100,633.494284
-4.0,100,634.110806
-8.0,100,634.731302
-11.0,100,635.346152
-3.0,100,635.965037
-16.0,100,636.583402
-17.0,100,637.200995
-15.0,100,637.814758
-17.0,100,638.432516
-10.0,100,639.050787
-11.0,100,639.674367
-6.0,100,640.291188
-19.0,100,640.915452
-22.0,100,641.53095
-14.0,100,642.147611
-11.0,100,642.77158
-26.0,100,643.398105
-11.0,100,644.017459
-11.0,100,644.652394
-5.0,100,645.280695
-6.0,100,645.899603
-8.0,100,646.523761
-16.0,100,647.15087
-13.0,100,647.856032
-20.0,100,648.479081
-19.0,100,649.103407
-5.0,100,649.733817
-6.0,100,650.351141
-16.0,100,650.968404
-7.0,100,651.592282
-5.0,100,652.274354
-12.0,100,652.893974
-4.0,100,653.519998
-10.0,100,654.138171
-19.0,100,654.75992
-3.0,100,655.388698
-8.0,100,656.015265
-15.0,100,656.630298
-11.0,100,657.247254
-8.0,100,657.957012
-13.0,100,658.590902
-9.0,100,659.21789
-10.0,100,659.850675
-18.0,100,660.475293
-10.0,100,663.457138
-22.0,100,664.090897
-17.0,100,664.809645
-5.0,100,665.439658
-3.0,100,666.111565
-16.0,100,666.73631
-20.0,100,667.364773
-25.0,100,668.006261
-13.0,100,668.628514
-10.0,100,669.251594
-6.0,100,669.867963
-10.0,100,670.485724
-13.0,100,671.100833
-17.0,100,671.724636
-11.0,100,672.347539
-7.0,100,672.963684
-9.0,100,673.580756
-6.0,100,674.203189
-13.0,100,674.830521
-11.0,100,675.473083
-5.0,100,676.093624
-6.0,100,676.713786
-22.0,100,677.332461
-22.0,100,677.970016
-18.0,100,678.591454
-10.0,100,679.216403
-11.0,100,679.836128
-8.0,100,680.454066
-7.0,100,681.074978
-5.0,100,681.692102
-12.0,100,682.333748
-13.0,100,682.955084
-20.0,100,683.570223
-8.0,100,684.203431
-10.0,100,684.822674
-8.0,100,685.441462
-6.0,100,686.064892
-17.0,100,686.698043
-3.0,100,687.321024
-12.0,100,687.937483
-5.0,100,688.551939
-19.0,100,689.170512
-21.0,100,689.795623
-16.0,100,690.411211
-7.0,100,691.027777
-5.0,100,691.735533
-9.0,100,692.356076
-18.0,100,692.971185
-19.0,100,693.591065
-15.0,100,694.215392
-12.0,100,697.174567
-18.0,100,697.778921
-14.0,100,698.385821
-9.0,100,698.984668
-14.0,100,699.589468
-7.0,100,700.189563
-18.0,100,700.787264
-16.0,100,701.382954
-9.0,100,701.982329
-33.0,100,702.577349
-9.0,100,703.173104
-16.0,100,703.767259
-20.0,100,704.449549
-7.0,100,705.046722
-10.0,100,705.643959
-10.0,100,706.244652
-12.0,100,706.841248
-16.0,100,707.437829
-4.0,100,708.033436
-19.0,100,708.631709
-11.0,100,709.236231
-15.0,100,709.832642
-11.0,100,710.430739
-4.0,100,711.028878
-7.0,100,711.62696
-9.0,100,712.224503
-9.0,100,712.825424
-7.0,100,713.423652
-21.0,100,714.021406
-6.0,100,714.624549
-19.0,100,715.225855
-13.0,100,715.821813
-19.0,100,716.42518
-16.0,100,717.024315
-18.0,100,717.624103
-15.0,100,718.221308
-5.0,100,718.821003
-4.0,100,719.4445
-4.0,100,720.037255
-3.0,100,720.634831
-18.0,100,721.233932
-6.0,100,721.829628
-17.0,100,722.436464
-27.0,100,723.034266
-17.0,100,723.634774
-7.0,100,724.237931
-16.0,100,724.833451
-10.0,100,725.439078
-11.0,100,726.131822
-19.0,100,726.742935
-11.0,100,729.680473
-15.0,100,730.286425
-3.0,100,730.889712
-18.0,100,731.506113
-17.0,100,732.108761
-5.0,100,732.707482
-4.0,100,733.304756
-9.0,100,733.908667
-15.0,100,734.540269
-7.0,100,735.146947
-12.0,100,735.748571
-16.0,100,736.354054
-23.0,100,737.03723
-21.0,100,737.653191
-7.0,100,738.263958
-20.0,100,738.863425
-3.0,100,739.475532
-2.0,100,740.076942
-5.0,100,740.679265
-15.0,100,741.277761
-6.0,100,741.87249
-19.0,100,742.471535
-12.0,100,743.069324
-16.0,100,743.743893
-10.0,100,744.350672
-5.0,100,744.947512
-6.0,100,745.545593
-3.0,100,746.142842
-12.0,100,746.752347
-8.0,100,747.348519
-16.0,100,747.961598
-12.0,100,748.560153
-18.0,100,749.167894
-16.0,100,749.779384
-9.0,100,750.391039
-4.0,100,751.001163
-21.0,100,751.601065
-11.0,100,752.198384
-7.0,100,752.872717
-5.0,100,753.476095
-19.0,100,754.078195
-12.0,100,754.690936
-8.0,100,755.298615
-21.0,100,755.904708
-13.0,100,756.513208
-20.0,100,757.200815
-8.0,100,757.803961
-19.0,100,758.407085
-18.0,100,759.187887
-11.0,100,759.916279
-9.0,100,762.914502
-15.0,100,763.557608
-22.0,100,764.215206
-8.0,100,764.838178
-5.0,100,765.438027
-18.0,100,766.101551
-9.0,100,766.859172
-12.0,100,767.55113
-11.0,100,768.239834
-5.0,100,769.011054
-14.0,100,769.712837
-8.0,100,770.401761
-6.0,100,771.122434
-20.0,100,771.783371
-12.0,100,772.46078
-8.0,100,773.189794
-5.0,100,773.858667
-4.0,100,774.497715
-10.0,100,775.130955
-20.0,100,775.727918
-3.0,100,776.460149
-15.0,100,777.171782
-23.0,100,777.972935
-5.0,100,778.684656
-14.0,100,779.428037
-5.0,100,780.243903
-18.0,100,780.953381
-15.0,100,781.699325
-15.0,100,782.30195
-16.0,100,782.931808
-19.0,100,783.573075
-16.0,100,784.398285
-13.0,100,785.138966
-17.0,100,785.869133
-5.0,100,786.646772
-17.0,100,787.337369
-5.0,100,788.097595
-6.0,100,788.783748
-6.0,100,789.494926
-10.0,100,790.308879
-13.0,100,790.936976
-6.0,100,791.651859
-10.0,100,792.273953
-19.0,100,792.920195
-19.0,100,793.703235
-22.0,100,794.478568
-78.0,100,795.221614
-4.0,100,796.105473
-9.0,100,796.973052
-7.0,100,797.717822
-6.0,100,801.102737
-15.0,100,801.888804
-16.0,100,802.624127
-19.0,100,803.352918
-14.0,100,804.062269
-9.0,100,804.761225
-5.0,100,805.509392
-17.0,100,806.308676
